submission_id,submission_delay_hours,revision_count
SUB021168,10,1
SUB021169,13,1
SUB021170,8,1
SUB021171,11,4
SUB021172,0,1
SUB021173,16,2
SUB021174,11,0
SUB021175,6,4
SUB021176,0,1
SUB021177,6,1
SUB021178,6,0
SUB021179,3,1
SUB021180,6,4
SUB021181,16,3
SUB021182,18,2
SUB021183,20,2
SUB021184,18,1
SUB021185,15,2
SUB021186,2,1
SUB021187,22,3
SUB021188,9,1
SUB021189,23,2
SUB021190,29,4
SUB021191,14,5
SUB021192,9,0
SUB021193,25,1
SUB021194,7,3
SUB021195,16,0
SUB021196,16,5
SUB021197,6,1
SUB021198,12,3
SUB021199,18,0
SUB021200,21,3
SUB021201,9,4
SUB021202,11,2
SUB021203,11,1
SUB021204,11,0
SUB021205,8,5
SUB021206,13,3
SUB021207,16,1
SUB021208,6,2
SUB021209,16,3
SUB021210,14,1
SUB021211,12,4
SUB021212,15,0
SUB021213,19,2
SUB021214,23,3
SUB021215,16,1
SUB021216,10,1
SUB021217,11,0
SUB021218,11,3
SUB021219,0,3
SUB021220,16,0
SUB021221,18,2
SUB021222,13,1
SUB021223,16,2
SUB021224,1,3
SUB021225,14,4
SUB021226,11,3
SUB021227,15,0
SUB021228,19,0
SUB021229,19,3
SUB021230,15,2
SUB021231,11,1
SUB021232,12,3
SUB021233,15,0
SUB021234,5,2
SUB021235,18,3
SUB021236,19,3
SUB021237,17,4
SUB021238,12,3
SUB021239,18,2
SUB021240,-1,3
SUB021241,9,0
SUB021242,8,4
SUB021243,7,2
SUB021244,-4,6
SUB021245,4,3
SUB021246,1,1
SUB021247,4,3
SUB021248,0,6
SUB021249,-8,4
SUB021250,0,2
SUB021251,7,2
SUB021252,0,4
SUB021253,2,0
SUB021254,12,1
SUB021255,3,5
SUB021256,4,5
SUB021257,-3,2
SUB021258,7,2
SUB021259,2,5
SUB021260,2,0
SUB021261,3,1
SUB021262,5,3
SUB021263,5,1
SUB021264,6,1
SUB021265,9,1
SUB021266,6,1
SUB021267,1,1
SUB021268,9,3
SUB021269,1,2
SUB021270,-1,2
SUB021271,14,1
SUB021272,-2,0
SUB021273,10,2
SUB021274,8,4
SUB021275,11,2
SUB021276,17,2
SUB021277,-1,2
SUB021278,9,2
SUB021279,0,1
SUB021280,7,2
SUB021281,-2,0
SUB021282,16,1
SUB021283,8,1
SUB021284,6,3
SUB021285,12,2
SUB021286,-1,3
SUB021287,11,3
SUB021288,11,2
SUB021289,-5,2
SUB021290,0,3
SUB021291,7,1
SUB021292,3,2
SUB021293,-1,6
SUB021294,-4,1
SUB021295,12,0
SUB021296,0,2
SUB021297,0,3
SUB021298,0,0
SUB021299,-4,2
SUB021300,14,2
SUB021301,9,3
SUB021302,15,4
SUB021303,10,1
SUB021304,18,1
SUB021305,6,1
SUB021306,6,1
SUB021307,22,1
SUB021308,2,5
SUB021309,13,3
SUB021310,11,0
SUB021311,11,3
SUB021312,21,3
SUB021313,19,0
SUB021314,11,0
SUB021315,14,5
SUB021316,9,4
SUB021317,13,1
SUB021318,14,2
SUB021319,17,3
SUB021320,6,2
SUB021321,11,0
SUB021322,12,1
SUB021323,17,2
SUB021324,4,2
SUB021325,5,2
SUB021326,5,2
SUB021327,9,2
SUB021328,7,2
SUB021329,15,3
SUB021330,16,2
SUB021331,6,3
SUB021332,16,1
SUB021333,21,2
SUB021334,12,2
SUB021335,11,1
SUB021336,11,3
SUB021337,20,2
SUB021338,5,2
SUB021339,8,2
SUB021340,12,3
SUB021341,1,2
SUB021342,23,0
SUB021343,0,1
SUB021344,16,1
SUB021345,16,0
SUB021346,20,0
SUB021347,7,0
SUB021348,13,1
SUB021349,12,4
SUB021350,16,5
SUB021351,13,5
SUB021352,20,4
SUB021353,1,1
SUB021354,11,1
SUB021355,12,4
SUB021356,9,1
SUB021357,5,2
SUB021358,4,4
SUB021359,15,3
SUB021360,2,1
SUB021361,10,3
SUB021362,18,2
SUB021363,12,2
SUB021364,5,6
SUB021365,14,2
SUB021366,9,1
SUB021367,20,3
SUB021368,23,1
SUB021369,13,3
SUB021370,4,2
SUB021371,13,5
SUB021372,7,1
SUB021373,15,3
SUB021374,17,0
SUB021375,0,2
SUB021376,5,3
SUB021377,13,1
SUB021378,12,1
SUB021379,9,2
SUB021380,4,4
SUB021381,15,6
SUB021382,11,2
SUB021383,14,1
SUB021384,19,2
SUB021385,4,2
SUB021386,12,3
SUB021387,10,2
SUB021388,12,4
SUB021389,13,0
SUB021390,17,3
SUB021391,23,1
SUB021392,10,3
SUB021393,18,1
SUB021394,14,2
SUB021395,13,2
SUB021396,9,1
SUB021397,15,2
SUB021398,2,3
SUB021399,20,2
SUB021400,9,2
SUB021401,0,3
SUB021402,12,1
SUB021403,11,0
SUB021404,7,2
SUB021405,9,1
SUB021406,11,3
SUB021407,18,0
SUB021408,17,1
SUB021409,7,1
SUB021410,14,0
SUB021411,5,1
SUB021412,16,3
SUB021413,13,1
SUB021414,18,2
SUB021415,17,1
SUB021416,10,0
SUB021417,7,1
SUB021418,0,3
SUB021419,17,4
SUB021420,11,0
SUB021421,18,2
SUB021422,13,2
SUB021423,18,0
SUB021424,19,1
SUB021425,8,1
SUB021426,15,0
SUB021427,14,1
SUB021428,16,1
SUB021429,12,4
SUB021430,16,2
SUB021431,10,1
SUB021432,14,2
SUB021433,14,1
SUB021434,16,2
SUB021435,21,1
SUB021436,20,2
SUB021437,12,3
SUB021438,10,2
SUB021439,10,4
SUB021440,15,1
SUB021441,22,3
SUB021442,15,2
SUB021443,18,0
SUB021444,14,3
SUB021445,17,2
SUB021446,14,1
SUB021447,13,1
SUB021448,5,6
SUB021449,29,6
SUB021450,24,3
SUB021451,6,0
SUB021452,15,1
SUB021453,23,3
SUB021454,19,1
SUB021455,17,2
SUB021456,17,3
SUB021457,12,2
SUB021458,13,3
SUB021459,15,2
SUB021460,14,1
SUB021461,20,3
SUB021462,16,1
SUB021463,26,1
SUB021464,21,3
SUB021465,21,2
SUB021466,16,2
SUB021467,9,6
SUB021468,18,3
SUB021469,9,1
SUB021470,26,1
SUB021471,19,3
SUB021472,8,2
SUB021473,13,2
SUB021474,20,1
SUB021475,7,2
SUB021476,0,2
SUB021477,21,0
SUB021478,15,1
SUB021479,16,1
SUB021480,10,3
SUB021481,9,2
SUB021482,15,1
SUB021483,21,1
SUB021484,11,2
SUB021485,15,2
SUB021486,14,2
SUB021487,6,4
SUB021488,17,3
SUB021489,14,0
SUB021490,14,1
SUB021491,6,1
SUB021492,15,1
SUB021493,20,2
SUB021494,4,1
SUB021495,15,2
SUB021496,15,1
SUB021497,5,3
SUB021498,14,3
SUB021499,7,1
SUB021500,15,1
SUB021501,5,3
SUB021502,14,0
SUB021503,11,1
SUB021504,10,3
SUB021505,7,0
SUB021506,22,3
SUB021507,20,3
SUB021508,-1,2
SUB021509,5,2
SUB021510,7,4
SUB021511,12,3
SUB021512,9,4
SUB021513,11,2
SUB021514,17,3
SUB021515,8,2
SUB021516,14,3
SUB021517,2,3
SUB021518,5,0
SUB021519,17,5
SUB021520,11,0
SUB021521,16,2
SUB021522,12,1
SUB021523,20,2
SUB021524,12,0
SUB021525,8,3
SUB021526,18,3
SUB021527,10,0
SUB021528,20,2
SUB021529,10,0
SUB021530,24,1
SUB021531,18,3
SUB021532,12,0
SUB021533,20,0
SUB021534,-1,2
SUB021535,15,5
SUB021536,15,2
SUB021537,7,1
SUB021538,14,2
SUB021539,8,2
SUB021540,2,1
SUB021541,9,2
SUB021542,7,2
SUB021543,14,2
SUB021544,0,0
SUB021545,11,4
SUB021546,6,3
SUB021547,10,2
SUB021548,7,1
SUB021549,2,1
SUB021550,15,0
SUB021551,18,4
SUB021552,7,2
SUB021553,10,2
SUB021554,17,2
SUB021555,4,2
SUB021556,2,1
SUB021557,10,1
SUB021558,16,2
SUB021559,14,1
SUB021560,9,2
SUB021561,17,0
SUB021562,12,2
SUB021563,6,0
SUB021564,19,2
SUB021565,10,0
SUB021566,7,3
SUB021567,10,2
SUB021568,7,1
SUB021569,14,1
SUB021570,7,2
SUB021571,7,1
SUB021572,12,1
SUB021573,10,1
SUB021574,8,1
SUB021575,13,2
SUB021576,11,3
SUB021577,1,5
SUB021578,2,1
SUB021579,9,1
SUB021580,12,4
SUB021581,6,0
SUB021582,0,2
SUB021583,19,2
SUB021584,10,0
SUB021585,13,2
SUB021586,12,6
SUB021587,0,1
SUB021588,7,0
SUB021589,25,2
SUB021590,15,3
SUB021591,9,7
SUB021592,15,2
SUB021593,11,3
SUB021594,11,3
SUB021595,11,1
SUB021596,15,1
SUB021597,9,2
SUB021598,6,3
SUB021599,12,2
SUB021600,16,2
SUB021601,5,2
SUB021602,19,3
SUB021603,8,1
SUB021604,11,1
SUB021605,9,1
SUB021606,14,2
SUB021607,15,0
SUB021608,12,0
SUB021609,4,3
SUB021610,11,0
SUB021611,25,1
SUB021612,11,4
SUB021613,16,0
SUB021614,2,4
SUB021615,12,0
SUB021616,13,2
SUB021617,11,2
SUB021618,21,3
SUB021619,13,3
SUB021620,20,0
SUB021621,13,0
SUB021622,9,4
SUB021623,13,1
SUB021624,22,5
SUB021625,12,2
SUB021626,10,2
SUB021627,12,2
SUB021628,10,1
SUB021629,4,3
SUB021630,24,2
SUB021631,11,3
SUB021632,11,0
SUB021633,8,5
SUB021634,14,3
SUB021635,15,1
SUB021636,12,2
SUB021637,20,3
SUB021638,12,1
SUB021639,8,1
SUB021640,11,5
SUB021641,6,6
SUB021642,14,3
SUB021643,14,2
SUB021644,14,4
SUB021645,3,3
SUB021646,0,3
SUB021647,3,4
SUB021648,13,1
SUB021649,4,0
SUB021650,16,3
SUB021651,13,2
SUB021652,13,0
SUB021653,10,3
SUB021654,9,1
SUB021655,18,2
SUB021656,1,0
SUB021657,18,2
SUB021658,11,2
SUB021659,12,1
SUB021660,7,4
SUB021661,4,4
SUB021662,-2,3
SUB021663,4,4
SUB021664,3,3
SUB021665,2,0
SUB021666,5,3
SUB021667,0,3
SUB021668,1,4
SUB021669,11,2
SUB021670,1,0
SUB021671,6,0
SUB021672,0,2
SUB021673,4,1
SUB021674,-2,2
SUB021675,2,0
SUB021676,-1,3
SUB021677,1,2
SUB021678,0,0
SUB021679,-5,2
SUB021680,4,3
SUB021681,3,1
SUB021682,2,0
SUB021683,-7,0
SUB021684,0,0
SUB021685,-3,1
SUB021686,8,1
SUB021687,0,0
SUB021688,-5,3
SUB021689,3,1
SUB021690,12,1
SUB021691,1,2
SUB021692,4,2
SUB021693,5,1
SUB021694,-1,0
SUB021695,5,0
SUB021696,-9,0
SUB021697,10,2
SUB021698,3,2
SUB021699,6,3
SUB021700,-4,2
SUB021701,12,2
SUB021702,0,3
SUB021703,-14,1
SUB021704,2,3
SUB021705,7,0
SUB021706,5,1
SUB021707,-6,1
SUB021708,7,1
SUB021709,-1,1
SUB021710,8,2
SUB021711,13,0
SUB021712,-7,2
SUB021713,-2,4
SUB021714,15,1
SUB021715,3,2
SUB021716,11,3
SUB021717,0,2
SUB021718,1,3
SUB021719,6,0
SUB021720,11,3
SUB021721,16,4
SUB021722,15,1
SUB021723,13,2
SUB021724,28,1
SUB021725,13,4
SUB021726,8,3
SUB021727,18,3
SUB021728,5,3
SUB021729,17,2
SUB021730,14,0
SUB021731,17,3
SUB021732,9,2
SUB021733,5,3
SUB021734,9,1
SUB021735,17,1
SUB021736,11,2
SUB021737,19,2
SUB021738,6,2
SUB021739,11,2
SUB021740,6,1
SUB021741,19,3
SUB021742,10,3
SUB021743,9,1
SUB021744,8,3
SUB021745,20,1
SUB021746,10,3
SUB021747,8,3
SUB021748,17,2
SUB021749,5,2
SUB021750,15,4
SUB021751,8,2
SUB021752,15,2
SUB021753,11,0
SUB021754,13,2
SUB021755,11,2
SUB021756,11,1
SUB021757,2,3
SUB021758,10,1
SUB021759,8,2
SUB021760,19,1
SUB021761,12,1
SUB021762,8,0
SUB021763,4,2
SUB021764,6,1
SUB021765,17,5
SUB021766,17,2
SUB021767,5,1
SUB021768,17,2
SUB021769,24,2
SUB021770,12,4
SUB021771,11,2
SUB021772,18,3
SUB021773,14,0
SUB021774,7,0
SUB021775,14,2
SUB021776,15,0
SUB021777,13,3
SUB021778,18,0
SUB021779,21,1
SUB021780,2,1
SUB021781,15,2
SUB021782,9,0
SUB021783,11,4
SUB021784,10,0
SUB021785,-5,1
SUB021786,-1,1
SUB021787,7,3
SUB021788,-6,1
SUB021789,8,4
SUB021790,10,4
SUB021791,8,1
SUB021792,13,4
SUB021793,5,2
SUB021794,1,1
SUB021795,15,1
SUB021796,0,0
SUB021797,11,2
SUB021798,7,0
SUB021799,15,1
SUB021800,13,2
SUB021801,8,2
SUB021802,3,3
SUB021803,12,2
SUB021804,6,1
SUB021805,0,2
SUB021806,6,2
SUB021807,12,3
SUB021808,-2,0
SUB021809,6,1
SUB021810,6,4
SUB021811,14,4
SUB021812,15,3
SUB021813,4,2
SUB021814,3,5
SUB021815,15,4
SUB021816,10,3
SUB021817,12,0
SUB021818,14,2
SUB021819,2,1
SUB021820,13,5
SUB021821,4,1
SUB021822,9,4
SUB021823,7,2
SUB021824,4,1
SUB021825,14,1
SUB021826,10,2
SUB021827,7,2
SUB021828,18,1
SUB021829,4,3
SUB021830,4,1
SUB021831,11,2
SUB021832,11,1
SUB021833,10,1
SUB021834,13,4
SUB021835,12,2
SUB021836,8,0
SUB021837,7,1
SUB021838,6,0
SUB021839,3,1
SUB021840,8,2
SUB021841,11,1
SUB021842,13,2
SUB021843,3,2
SUB021844,13,4
SUB021845,13,0
SUB021846,7,3
SUB021847,22,1
SUB021848,16,3
SUB021849,10,1
SUB021850,-1,3
SUB021851,7,3
SUB021852,24,1
SUB021853,11,2
SUB021854,12,0
SUB021855,5,3
SUB021856,13,1
SUB021857,3,2
SUB021858,11,0
SUB021859,26,2
SUB021860,2,2
SUB021861,3,0
SUB021862,5,6
SUB021863,11,2
SUB021864,10,6
SUB021865,-1,1
SUB021866,12,1
SUB021867,8,2
SUB021868,3,3
SUB021869,10,1
SUB021870,3,2
SUB021871,19,1
SUB021872,15,3
SUB021873,13,2
SUB021874,13,0
SUB021875,12,1
SUB021876,12,2
SUB021877,13,3
SUB021878,18,2
SUB021879,6,0
SUB021880,7,1
SUB021881,-2,3
SUB021882,2,1
SUB021883,2,3
SUB021884,9,7
SUB021885,10,5
SUB021886,17,0
SUB021887,12,1
SUB021888,12,1
SUB021889,11,2
SUB021890,10,1
SUB021891,2,1
SUB021892,11,1
SUB021893,11,1
SUB021894,14,4
SUB021895,6,4
SUB021896,13,2
SUB021897,26,4
SUB021898,13,0
SUB021899,7,0
SUB021900,12,2
SUB021901,25,1
SUB021902,18,0
SUB021903,16,0
SUB021904,25,3
SUB021905,15,2
SUB021906,30,3
SUB021907,5,3
SUB021908,29,0
SUB021909,29,4
SUB021910,27,1
SUB021911,19,2
SUB021912,19,4
SUB021913,11,3
SUB021914,16,1
SUB021915,13,3
SUB021916,18,3
SUB021917,12,2
SUB021918,7,1
SUB021919,16,2
SUB021920,7,1
SUB021921,13,3
SUB021922,14,0
SUB021923,13,0
SUB021924,10,2
SUB021925,27,3
SUB021926,20,2
SUB021927,12,2
SUB021928,23,1
SUB021929,15,3
SUB021930,14,1
SUB021931,19,2
SUB021932,27,4
SUB021933,21,1
SUB021934,18,1
SUB021935,21,2
SUB021936,20,1
SUB021937,26,2
SUB021938,21,2
SUB021939,29,2
SUB021940,24,4
SUB021941,3,1
SUB021942,19,2
SUB021943,18,3
SUB021944,11,0
SUB021945,13,1
SUB021946,22,3
SUB021947,13,2
SUB021948,15,2
SUB021949,14,6
SUB021950,25,6
SUB021951,11,3
SUB021952,13,1
SUB021953,10,2
SUB021954,18,2
SUB021955,27,3
SUB021956,28,2
SUB021957,9,2
SUB021958,14,3
SUB021959,5,2
SUB021960,-4,0
SUB021961,2,1
SUB021962,-1,2
SUB021963,11,1
SUB021964,7,1
SUB021965,16,3
SUB021966,10,2
SUB021967,7,0
SUB021968,4,2
SUB021969,2,5
SUB021970,1,0
SUB021971,4,2
SUB021972,12,5
SUB021973,25,0
SUB021974,3,7
SUB021975,1,2
SUB021976,-1,3
SUB021977,15,2
SUB021978,9,1
SUB021979,8,1
SUB021980,9,3
SUB021981,14,3
SUB021982,-8,2
SUB021983,-6,3
SUB021984,11,5
SUB021985,10,2
SUB021986,23,1
SUB021987,10,1
SUB021988,1,2
SUB021989,3,1
SUB021990,11,3
SUB021991,13,3
SUB021992,6,2
SUB021993,7,3
SUB021994,14,5
SUB021995,9,1
SUB021996,6,4
SUB021997,0,0
SUB021998,0,2
SUB021999,-4,2
SUB022000,7,0
SUB022001,14,0
SUB022002,13,2
SUB022003,9,5
SUB022004,0,2
SUB022005,12,3
SUB022006,6,2
SUB022007,0,0
SUB022008,6,2
SUB022009,6,3
SUB022010,0,1
SUB022011,-3,3
SUB022012,-2,3
SUB022013,8,1
SUB022014,10,2
SUB022015,0,1
SUB022016,8,2
SUB022017,-6,1
SUB022018,5,1
SUB022019,-3,1
SUB022020,14,3
SUB022021,26,3
SUB022022,21,1
SUB022023,27,0
SUB022024,14,3
SUB022025,20,2
SUB022026,20,3
SUB022027,14,3
SUB022028,16,4
SUB022029,29,4
SUB022030,17,5
SUB022031,11,0
SUB022032,14,2
SUB022033,23,1
SUB022034,18,4
SUB022035,13,2
SUB022036,10,3
SUB022037,31,2
SUB022038,22,0
SUB022039,20,3
SUB022040,16,2
SUB022041,21,4
SUB022042,26,3
SUB022043,22,1
SUB022044,13,3
SUB022045,21,2
SUB022046,18,2
SUB022047,18,1
SUB022048,20,1
SUB022049,16,3
SUB022050,17,4
SUB022051,15,2
SUB022052,16,2
SUB022053,26,5
SUB022054,17,4
SUB022055,18,3
SUB022056,10,0
SUB022057,26,4
SUB022058,9,1
SUB022059,18,4
SUB022060,9,0
SUB022061,24,1
SUB022062,0,1
SUB022063,21,0
SUB022064,13,1
SUB022065,13,3
SUB022066,9,2
SUB022067,23,1
SUB022068,16,4
SUB022069,25,1
SUB022070,26,2
SUB022071,19,0
SUB022072,13,1
SUB022073,11,0
SUB022074,10,3
SUB022075,25,3
SUB022076,20,2
SUB022077,13,1
SUB022078,12,0
SUB022079,21,2
SUB022080,0,3
SUB022081,8,1
SUB022082,-11,1
SUB022083,10,4
SUB022084,0,4
SUB022085,7,2
SUB022086,13,2
SUB022087,0,1
SUB022088,4,4
SUB022089,14,3
SUB022090,8,3
SUB022091,3,1
SUB022092,13,4
SUB022093,-1,1
SUB022094,-1,0
SUB022095,10,2
SUB022096,13,2
SUB022097,7,3
SUB022098,6,2
SUB022099,4,2
SUB022100,10,2
SUB022101,4,2
SUB022102,13,3
SUB022103,4,5
SUB022104,11,0
SUB022105,3,1
SUB022106,13,2
SUB022107,12,7
SUB022108,4,3
SUB022109,0,2
SUB022110,9,4
SUB022111,10,2
SUB022112,14,6
SUB022113,2,4
SUB022114,5,0
SUB022115,5,2
SUB022116,1,1
SUB022117,8,1
SUB022118,3,3
SUB022119,1,1
SUB022120,-1,4
SUB022121,2,2
SUB022122,5,2
SUB022123,0,3
SUB022124,5,0
SUB022125,7,4
SUB022126,11,5
SUB022127,-3,2
SUB022128,4,3
SUB022129,5,0
SUB022130,-4,0
SUB022131,9,0
SUB022132,13,2
SUB022133,9,0
SUB022134,-6,1
SUB022135,-2,0
SUB022136,0,3
SUB022137,4,0
SUB022138,3,1
SUB022139,6,1
SUB022140,2,1
SUB022141,3,1
SUB022142,17,2
SUB022143,0,2
SUB022144,13,4
SUB022145,2,4
SUB022146,17,1
SUB022147,17,5
SUB022148,0,2
SUB022149,-5,4
SUB022150,3,3
SUB022151,-4,4
SUB022152,2,2
SUB022153,-2,3
SUB022154,10,3
SUB022155,14,2
SUB022156,4,2
SUB022157,8,2
SUB022158,5,4
SUB022159,7,1
SUB022160,5,0
SUB022161,7,3
SUB022162,-6,2
SUB022163,-2,5
SUB022164,8,2
SUB022165,7,2
SUB022166,9,0
SUB022167,-1,3
SUB022168,6,0
SUB022169,9,2
SUB022170,13,4
SUB022171,10,5
SUB022172,5,3
SUB022173,-2,2
SUB022174,1,1
SUB022175,-6,3
SUB022176,5,2
SUB022177,0,1
SUB022178,6,3
SUB022179,2,1
SUB022180,3,1
SUB022181,8,0
SUB022182,8,6
SUB022183,7,1
SUB022184,-2,2
SUB022185,10,3
SUB022186,21,4
SUB022187,9,1
SUB022188,10,2
SUB022189,11,2
SUB022190,7,2
SUB022191,7,1
SUB022192,14,2
SUB022193,0,0
SUB022194,4,2
SUB022195,4,0
SUB022196,2,3
SUB022197,7,1
SUB022198,-3,2
SUB022199,9,2
SUB022200,11,2
SUB022201,15,2
SUB022202,10,1
SUB022203,13,5
SUB022204,15,3
SUB022205,18,1
SUB022206,19,3
SUB022207,22,0
SUB022208,23,2
SUB022209,14,2
SUB022210,16,5
SUB022211,22,4
SUB022212,13,3
SUB022213,12,1
SUB022214,17,1
SUB022215,26,2
SUB022216,28,0
SUB022217,12,3
SUB022218,9,0
SUB022219,25,0
SUB022220,10,3
SUB022221,22,1
SUB022222,8,3
SUB022223,18,0
SUB022224,23,1
SUB022225,8,1
SUB022226,5,1
SUB022227,7,0
SUB022228,14,3
SUB022229,21,6
SUB022230,11,1
SUB022231,10,2
SUB022232,10,1
SUB022233,18,0
SUB022234,6,2
SUB022235,15,2
SUB022236,8,1
SUB022237,20,1
SUB022238,5,1
SUB022239,16,3
SUB022240,18,0
SUB022241,11,1
SUB022242,27,2
SUB022243,17,2
SUB022244,17,1
SUB022245,28,3
SUB022246,14,2
SUB022247,23,2
SUB022248,15,5
SUB022249,5,2
SUB022250,11,0
SUB022251,17,2
SUB022252,17,1
SUB022253,12,2
SUB022254,11,1
SUB022255,16,2
SUB022256,19,3
SUB022257,5,4
SUB022258,17,3
SUB022259,17,4
SUB022260,12,2
SUB022261,5,1
SUB022262,13,2
SUB022263,1,4
SUB022264,13,1
SUB022265,9,4
SUB022266,6,1
SUB022267,14,3
SUB022268,19,1
SUB022269,15,1
SUB022270,-1,5
SUB022271,18,4
SUB022272,-2,0
SUB022273,3,2
SUB022274,17,3
SUB022275,6,2
SUB022276,-2,3
SUB022277,2,1
SUB022278,10,1
SUB022279,18,4
SUB022280,12,4
SUB022281,8,3
SUB022282,0,2
SUB022283,6,2
SUB022284,0,1
SUB022285,10,4
SUB022286,12,0
SUB022287,13,3
SUB022288,11,4
SUB022289,4,1
SUB022290,7,4
SUB022291,16,2
SUB022292,9,1
SUB022293,8,6
SUB022294,14,4
SUB022295,7,1
SUB022296,9,5
SUB022297,5,1
SUB022298,11,4
SUB022299,13,2
SUB022300,1,0
SUB022301,5,1
SUB022302,4,4
SUB022303,1,2
SUB022304,10,1
SUB022305,3,1
SUB022306,12,2
SUB022307,15,2
SUB022308,4,3
SUB022309,3,1
SUB022310,-1,0
SUB022311,6,1
SUB022312,12,1
SUB022313,21,2
SUB022314,13,2
SUB022315,11,4
SUB022316,17,1
SUB022317,8,4
SUB022318,23,3
SUB022319,3,2
SUB022320,20,1
SUB022321,19,2
SUB022322,16,0
SUB022323,15,2
SUB022324,23,1
SUB022325,22,2
SUB022326,18,2
SUB022327,16,3
SUB022328,21,1
SUB022329,18,4
SUB022330,20,0
SUB022331,30,2
SUB022332,16,3
SUB022333,14,7
SUB022334,5,2
SUB022335,12,3
SUB022336,19,1
SUB022337,28,2
SUB022338,15,2
SUB022339,16,0
SUB022340,23,3
SUB022341,23,3
SUB022342,25,1
SUB022343,9,2
SUB022344,12,1
SUB022345,14,4
SUB022346,15,2
SUB022347,19,3
SUB022348,19,1
SUB022349,12,1
SUB022350,21,0
SUB022351,13,3
SUB022352,7,1
SUB022353,15,3
SUB022354,16,1
SUB022355,11,3
SUB022356,22,1
SUB022357,19,2
SUB022358,17,1
SUB022359,18,1
SUB022360,19,0
SUB022361,26,1
SUB022362,18,1
SUB022363,14,2
SUB022364,23,1
SUB022365,21,1
SUB022366,21,2
SUB022367,20,2
SUB022368,6,5
SUB022369,18,6
SUB022370,19,1
SUB022371,18,3
SUB022372,11,6
SUB022373,22,1
SUB022374,10,2
SUB022375,8,1
SUB022376,26,0
SUB022377,16,1
SUB022378,28,1
SUB022379,14,1
SUB022380,16,2
SUB022381,19,0
SUB022382,10,2
SUB022383,26,2
SUB022384,10,2
SUB022385,18,1
SUB022386,18,1
SUB022387,35,5
SUB022388,17,3
SUB022389,23,4
SUB022390,39,1
SUB022391,17,2
SUB022392,11,1
SUB022393,11,1
SUB022394,14,0
SUB022395,12,3
SUB022396,10,2
SUB022397,26,4
SUB022398,20,0
SUB022399,20,2
SUB022400,24,2
SUB022401,15,4
SUB022402,18,2
SUB022403,9,2
SUB022404,22,2
SUB022405,24,0
SUB022406,31,2
SUB022407,26,6
SUB022408,20,1
SUB022409,21,0
SUB022410,8,1
SUB022411,31,2
SUB022412,10,4
SUB022413,19,0
SUB022414,20,2
SUB022415,11,3
SUB022416,19,2
SUB022417,29,2
SUB022418,17,1
SUB022419,14,1
SUB022420,32,2
SUB022421,28,0
SUB022422,29,0
SUB022423,6,2
SUB022424,16,1
SUB022425,12,2
SUB022426,32,4
SUB022427,30,1
SUB022428,29,2
SUB022429,20,3
SUB022430,20,1
SUB022431,25,2
SUB022432,28,3
SUB022433,32,1
SUB022434,28,3
SUB022435,33,2
SUB022436,28,3
SUB022437,10,3
SUB022438,14,3
SUB022439,23,2
SUB022440,6,1
SUB022441,15,0
SUB022442,8,2
SUB022443,2,3
SUB022444,11,3
SUB022445,14,3
SUB022446,10,2
SUB022447,16,1
SUB022448,19,0
SUB022449,9,4
SUB022450,11,2
SUB022451,14,0
SUB022452,20,1
SUB022453,14,1
SUB022454,15,0
SUB022455,9,0
SUB022456,1,3
SUB022457,6,1
SUB022458,9,2
SUB022459,3,1
SUB022460,8,0
SUB022461,6,2
SUB022462,9,0
SUB022463,15,2
SUB022464,11,2
SUB022465,15,2
SUB022466,3,6
SUB022467,13,1
SUB022468,10,6
SUB022469,12,2
SUB022470,9,2
SUB022471,-5,0
SUB022472,26,2
SUB022473,27,2
SUB022474,11,3
SUB022475,13,2
SUB022476,8,4
SUB022477,12,1
SUB022478,5,1
SUB022479,8,1
SUB022480,13,3
SUB022481,12,2
SUB022482,6,6
SUB022483,13,2
SUB022484,12,4
SUB022485,22,1
SUB022486,13,2
SUB022487,18,4
SUB022488,7,1
SUB022489,9,1
SUB022490,14,1
SUB022491,13,3
SUB022492,12,2
SUB022493,20,4
SUB022494,14,2
SUB022495,2,2
SUB022496,10,5
SUB022497,9,1
SUB022498,14,3
SUB022499,10,3
SUB022500,11,0
SUB022501,11,1
SUB022502,2,2
SUB022503,18,2
SUB022504,17,1
SUB022505,10,2
SUB022506,23,2
SUB022507,0,1
SUB022508,6,1
SUB022509,8,3
SUB022510,15,2
SUB022511,13,2
SUB022512,25,0
SUB022513,9,4
SUB022514,13,1
SUB022515,11,0
SUB022516,17,3
SUB022517,15,3
SUB022518,21,3
SUB022519,13,3
SUB022520,0,4
SUB022521,12,3
SUB022522,8,2
SUB022523,9,1
SUB022524,13,0
SUB022525,10,0
SUB022526,6,1
SUB022527,17,2
SUB022528,14,2
SUB022529,10,3
SUB022530,11,4
SUB022531,9,2
SUB022532,11,2
SUB022533,14,1
SUB022534,18,1
SUB022535,11,2
SUB022536,13,2
SUB022537,22,2
SUB022538,9,2
SUB022539,17,5
SUB022540,23,1
SUB022541,12,1
SUB022542,15,0
SUB022543,14,3
SUB022544,10,1
SUB022545,8,1
SUB022546,23,2
SUB022547,11,2
SUB022548,19,3
SUB022549,30,1
SUB022550,10,4
SUB022551,18,2
SUB022552,7,2
SUB022553,15,3
SUB022554,19,3
SUB022555,7,6
SUB022556,13,3
SUB022557,2,1
SUB022558,13,2
